Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,23.535587,23.635349,21.989271,22.030840,12.691271,0
2008-01-03,22.113974,22.317656,21.490459,21.577751,12.432503,0
2008-01-04,21.781433,21.968487,21.137135,21.324188,12.286404,5694095
2008-01-07,21.428108,21.993427,21.415638,21.719082,12.513927,0
2008-01-08,22.113974,22.525494,21.931076,22.051622,12.705534,0
2008-01-09,21.989271,22.018368,21.349131,21.860411,12.595362,0
2008-01-10,21.947702,22.446514,21.823002,22.155542,12.765405,0
2008-01-11,22.005898,22.259460,21.739864,21.798059,12.559441,0
2008-01-14,21.823002,22.238676,21.706612,22.018368,12.686367,0
2008-01-15,21.818844,21.823002,20.991648,21.074783,12.142709,0
2008-01-16,20.659107,20.866945,20.122885,20.700674,11.927157,0
2008-01-17,20.704832,20.950081,19.786186,19.836067,11.428985,0
2008-01-18,20.118729,20.783810,19.495214,19.906733,11.469705,0
2008-01-21,18.709585,19.453646,18.709585,19.204241,11.064957,0
2008-01-22,19.129419,20.156139,18.705429,19.204241,11.064957,0
2008-01-23,18.996403,19.033813,18.065289,18.767780,10.813474,0
2008-01-24,19.744619,20.372292,19.208397,20.206020,11.642143,0
2008-01-28,19.931673,20.472054,19.869322,20.409702,11.759502,0
2008-01-29,20.492838,20.654949,19.711365,19.952457,11.496048,0
2008-01-30,19.786186,19.948301,19.283218,19.948301,11.493666,0
2008-01-31,19.536781,19.715523,19.037970,19.424549,11.191885,0
2008-02-01,19.549252,19.698895,18.597353,19.358042,11.153569,0
2008-02-06,18.397829,18.830132,18.248184,18.830132,10.851635,0
2008-02-07,18.501747,18.788565,18.123482,18.514217,10.669580,0
2008-02-08,18.613979,18.830132,18.372889,18.377045,10.590527,0
2008-02-11,18.572412,19.179300,18.559942,19.121105,11.019322,0
2008-02-12,19.370510,20.197706,19.370510,19.744619,11.378651,0
2008-02-13,19.786186,20.438799,19.786186,20.285000,11.690063,0
2008-02-14,20.492838,20.534405,19.694738,19.790344,11.404999,0
2008-02-15,19.640701,19.952457,19.358042,19.910891,11.474458,0
2008-02-18,20.210176,20.492838,20.160295,20.368134,11.737974,3344189
2008-02-19,20.472054,20.530249,19.960772,20.035593,11.546333,0
2008-02-20,19.765404,20.492838,19.736305,20.447111,11.783488,0
2008-02-21,20.692362,20.783810,20.289154,20.372292,11.740372,0
2008-02-22,20.700674,20.866945,20.318253,20.866945,12.025433,0
2008-02-25,20.966707,21.365757,20.742243,21.299250,12.274570,0
2008-02-26,21.157919,22.197109,20.999962,22.134758,12.756063,13730398
2008-02-27,21.939390,22.695921,21.698298,22.421574,12.921354,0
2008-02-28,22.321812,22.592003,22.030840,22.579531,13.012370,0
2008-02-29,22.321812,22.404947,21.827156,21.947702,12.648258,0
2008-03-03,21.781433,22.592003,21.781433,22.479769,12.954890,0
2008-03-04,22.425732,22.641884,21.806374,22.014212,12.691112,0
2008-03-05,22.238676,22.650196,22.080721,22.625256,13.043381,0
2008-03-06,22.404947,22.554590,21.615164,21.615164,12.461062,0
2008-03-07,21.477989,21.573595,20.908512,21.241055,12.245394,0
2008-03-10,21.199486,21.303406,20.596756,20.858631,12.024929,0
2008-03-11,21.407324,21.976801,21.191174,21.843784,12.592862,0
2008-03-12,21.906136,22.122288,21.369913,21.573595,12.437097,0
2008-03-13,21.236897,21.985113,20.970863,21.735708,12.530546,0
2008-03-14,21.989271,22.030840,20.954237,21.486303,12.386776,0
2008-03-17,20.779654,20.987492,20.289154,20.783810,11.981796,0
2008-03-18,21.116350,21.423950,20.970863,21.386541,12.329256,0
2008-03-19,21.490459,21.669201,19.994024,20.139511,11.610355,0
2008-03-20,20.085474,20.447111,19.890106,20.222647,11.658280,0
2008-03-24,20.305782,20.779654,20.255901,20.326567,11.718183,0
2008-03-25,20.409702,21.261839,20.409702,21.116350,12.173503,0
2008-03-26,21.303406,21.411482,20.492838,20.742243,11.957825,0
2008-03-27,20.866945,20.987492,20.102100,20.326567,11.718183,0
2008-03-28,20.355663,20.430485,19.640701,19.969086,11.512103,0
2008-03-31,19.989868,20.301626,19.673956,20.285000,11.694228,0
2008-04-01,20.451269,20.792124,20.430485,20.700674,11.933870,0
2008-04-02,20.866945,21.573595,20.700674,21.116350,12.176255,0
2008-04-03,21.033216,21.295092,20.833691,21.195330,12.221806,0
2008-04-04,21.303406,21.303406,20.991648,21.178703,12.212221,0
2008-04-07,21.380304,21.847940,21.380304,21.598536,12.454297,0
2008-04-08,21.685827,21.941467,21.386541,21.579830,12.443512,0
2008-04-09,21.511244,21.760649,20.900200,21.137135,12.188246,0
2008-04-10,21.193251,21.611006,20.787968,21.417715,12.350032,0
2008-04-11,21.193251,21.324188,20.856552,21.012432,12.116327,0
2008-04-14,20.825378,20.981256,20.420094,20.582207,11.868258,0
2008-04-15,20.887730,20.956316,20.594677,20.700674,11.936569,0
2008-04-16,21.074783,21.791824,21.012432,21.542419,12.421938,0
2008-04-17,21.536184,22.440281,21.324188,22.290636,12.853388,0
2008-04-18,22.446514,22.789448,22.396633,22.477692,12.961240,0
2008-04-22,22.633570,22.695921,22.259460,22.427811,12.932482,0
2008-04-23,22.415339,22.540043,22.072407,22.134758,12.763504,0
2008-04-24,22.134758,22.695921,22.103582,22.527573,12.990005,5235004
2008-04-25,22.639805,23.070028,22.515102,23.070028,13.302808,0
2008-04-28,23.319435,23.381786,22.833094,22.833094,13.166170,0
2008-04-29,22.758272,22.758272,21.947702,22.165934,12.781468,0
2008-04-30,22.328047,24.098827,22.128523,23.818247,13.734239,0
2008-05-02,25.127626,25.875843,24.659990,25.252329,14.561172,0
2008-05-05,25.283504,25.464325,24.878222,25.127626,14.491966,0
2008-05-06,24.971748,24.971748,24.061417,24.373175,14.056843,0
2008-05-07,24.560228,24.610109,23.631191,24.005301,13.844680,11040003
2008-05-08,24.254705,24.504112,23.755896,23.942949,13.808721,0
2008-05-09,23.631191,23.980360,23.475313,23.818247,13.736789,0
2008-05-12,24.005301,24.223532,23.475313,24.161179,13.934582,0
2008-05-13,24.005301,24.223532,23.475313,24.161179,13.934582,4010974
2008-05-14,23.836952,24.005301,23.537664,23.556370,13.585766,0
2008-05-15,23.749660,23.843187,23.444138,23.780836,13.715216,0
2008-05-16,24.024006,24.223532,23.743425,23.886833,13.776346,0
2008-05-19,23.880598,24.385645,23.693544,24.254705,13.988512,0
2008-05-20,23.836952,24.173651,23.718485,24.067652,13.880633,0
2008-05-21,24.067652,24.067652,23.381786,23.512724,13.560594,0
2008-05-23,23.506489,23.568842,23.244614,23.494019,13.549802,0
2008-05-26,23.512724,23.674837,23.076263,23.194733,13.377197,0
2008-05-27,23.157322,23.724718,22.932856,23.718485,13.679261,0
2008-05-28,23.961655,24.628815,23.637426,24.566463,14.168323,0
2008-05-29,23.961655,24.628815,23.637426,24.566463,14.168323,11763803
2008-05-30,24.105062,24.585169,24.067652,24.504112,14.132357,0
2008-06-02,24.105062,24.585169,24.067652,24.504112,14.132357,9081106
2008-06-03,24.067652,24.317059,23.631191,23.880598,13.775393,9327131
2008-06-04,23.818247,24.036476,23.263319,23.381786,13.487659,5525454
2008-06-05,23.257084,23.419197,22.882975,23.132381,13.343786,6685492
2008-06-06,23.444138,23.818247,23.188498,23.818247,13.739419,4983045
2008-06-09,23.244614,23.375551,22.452749,22.845564,13.178342,0
2008-06-10,22.552511,22.589924,21.960175,22.334282,12.883402,0
2008-06-11,22.421574,22.546276,21.592300,21.710768,12.523730,7143059
2008-06-12,21.947702,22.945326,21.741943,22.446514,12.948156,0
2008-06-13,22.602394,22.633570,22.259460,22.571218,13.020081,0
2008-06-16,22.633570,22.633570,22.140993,22.471457,12.962541,0
2008-06-17,22.752037,23.088736,22.614864,22.745802,13.120801,0
2008-06-18,22.465219,22.758272,22.078642,22.240755,12.829462,7391490
2008-06-19,22.184639,22.321812,21.860411,22.066172,12.728751,0
2008-06-20,21.854176,22.010056,21.199486,21.417715,12.354694,0
2008-06-23,21.642181,21.791824,21.031137,21.230661,12.246790,0
2008-06-24,21.012432,21.305485,20.794203,20.956316,12.088537,0
2008-06-25,21.099724,21.554890,20.987492,21.349131,12.315124,10352769
2008-06-26,20.825378,20.918905,20.438799,20.519855,11.836765,0
2008-06-27,20.588442,20.794203,20.307861,20.401388,11.768423,0
2008-06-30,20.451269,20.575972,20.077162,20.569736,11.892880,0
2008-07-01,20.139511,20.388918,19.734228,19.971163,11.546810,0
2008-07-02,20.388918,20.438799,19.877636,20.014809,11.574769,0
2008-07-03,20.014809,20.638323,19.515999,19.515999,11.286289,0
2008-07-04,19.509764,19.958693,19.422470,19.522232,11.289898,0
2008-07-07,19.890106,20.295391,19.391294,19.646936,11.362020,0
2008-07-08,19.640701,20.270451,19.204241,20.270451,11.722607,0
2008-07-10,19.890106,20.295391,19.703053,20.077162,11.610827,0
2008-07-11,19.890106,20.164454,19.578348,19.890106,11.502641,0
2008-07-14,20.289154,20.301626,19.678110,19.678110,11.380048,0
2008-07-15,19.335178,19.759169,18.817661,19.416235,11.228601,0
2008-07-16,19.416235,20.869024,19.416235,20.756790,12.003861,0
2008-07-17,21.105959,21.386541,20.713144,20.887730,12.079574,12406611
2008-07-18,21.230661,21.723238,20.887730,21.617241,12.501469,0
2008-07-21,21.729473,21.729473,21.374069,21.392776,12.371654,0
2008-07-22,21.074783,21.355366,20.831614,21.261839,12.295926,0
2008-07-23,21.511244,21.573595,21.056078,21.205721,12.263482,12022979
2008-07-24,21.293013,21.317953,20.388918,20.482445,11.845204,0
2008-07-25,20.139511,20.607147,20.014809,20.170689,11.664905,0
2008-07-28,20.451269,20.551031,19.746698,19.896341,11.506256,0
2008-07-29,19.896341,19.896341,19.896341,19.896341,11.506256,0
2008-07-30,19.896341,19.896341,19.896341,19.896341,11.506256,0
2008-07-31,19.896341,19.896341,19.896341,19.896341,11.506256,0
2008-08-01,19.896341,19.896341,19.896341,19.896341,11.506256,0
2008-08-04,19.896341,19.896341,19.896341,19.896341,11.508970,0
2008-08-05,19.896341,19.896341,19.896341,19.896341,11.508970,0
2008-08-06,19.896341,19.896341,19.896341,19.896341,11.508970,0
2008-08-07,19.896341,19.896341,19.896341,19.896341,11.508970,0
2008-08-08,19.896341,19.896341,19.896341,19.896341,11.508970,0
2008-08-11,19.896341,19.896341,19.896341,19.896341,11.508970,0
2008-08-12,19.896341,19.896341,19.896341,19.896341,11.508970,0
2008-08-13,19.896341,19.896341,19.896341,19.896341,11.508970,0
2008-08-14,19.896341,19.896341,19.896341,19.896341,11.508970,0
2008-08-15,19.896341,19.896341,19.896341,19.896341,11.508970,0
2008-08-18,18.830132,19.042128,18.206617,18.281439,10.574827,0
2008-08-19,18.007093,18.331320,17.932270,18.181677,10.517125,0
2008-08-20,18.537081,18.699194,18.381203,18.674253,10.802048,5702034
2008-08-21,18.798956,19.017185,18.337557,18.823896,10.888612,0
2008-08-22,19.017185,19.210476,18.736605,18.936129,10.953532,0
2008-08-25,18.986010,19.079538,18.350025,18.512140,10.708279,0
2008-08-26,18.268969,18.618137,17.994623,18.131796,10.488276,0
2008-08-27,18.331320,18.580727,18.032034,18.549549,10.729918,0
2008-08-28,18.954836,19.067066,18.761545,18.998482,10.989601,5810612
2008-08-29,19.060831,19.079538,18.580727,18.674253,10.802048,0
2008-09-01,18.643078,18.705429,18.256498,18.393673,10.639750,0
2008-09-02,18.512140,19.110712,18.449787,18.886248,10.927464,0
2008-09-03,19.017185,19.260357,18.780251,19.017185,11.003230,10316844
2008-09-04,19.004717,19.067066,18.393673,18.574492,10.747085,0
2008-09-05,18.175442,18.861307,18.113091,18.861307,10.913035,0
2008-09-08,19.827755,19.883871,18.780251,19.266592,11.147531,0
2008-09-09,19.079538,19.222946,18.331320,18.549549,10.732655,0
2008-09-10,18.705429,18.798956,17.957212,18.580727,10.750687,0
2008-09-11,18.119326,18.549549,17.844978,18.549549,10.732655,0
2008-09-12,18.649313,18.830132,18.113091,18.699194,10.819241,0
2008-09-15,17.595573,18.144266,17.146643,17.389814,10.061635,0
2008-09-16,16.710182,17.545692,16.149019,17.396049,10.065244,0
2008-09-17,17.202761,17.458401,16.067963,16.510658,9.552963,0
2008-09-18,16.710182,18.113091,16.149019,17.645454,10.209556,0
2008-09-19,18.805191,19.328943,18.456022,18.954836,10.967149,0
2008-09-22,19.048363,19.110712,18.393673,18.393673,10.642465,0
2008-09-23,18.156736,18.755310,17.882389,18.206617,10.534244,0
2008-09-24,18.649313,18.699194,18.019564,18.325085,10.602780,0
2008-09-25,18.487200,18.973539,18.331320,18.892483,10.931074,0
2008-09-26,18.331320,18.904955,18.181677,18.830132,10.894997,0
2008-09-29,18.088150,18.424849,16.629126,17.770159,10.281710,0
2008-09-30,18.131796,19.291533,17.551928,19.291533,11.161969,0
2008-10-01,19.017185,19.453646,18.393673,19.266592,11.147531,0
2008-10-02,18.923658,19.116947,17.221464,17.957212,10.392466,0
2008-10-03,18.206617,18.393673,16.772535,17.053116,9.869232,0
2008-10-06,16.018082,16.167727,14.085188,15.930790,9.219700,0
2008-10-07,15.494330,16.728889,15.201279,15.837263,9.165579,0
2008-10-08,14.621410,16.741360,14.322123,15.774912,9.129491,0
